episode_name                                                                                                                    ,locale                                                          ,web_start_episode   ,web_finish_episode  ,tablet_start_episode,tablet_finish_episode,web_finish_rate                         ,tablet_finish_rate                      ,web_avg_stars                           ,tablet_avg_stars                        ,web_no_submit       ,tablet_no_submit    
BarSequence                                                                                                                     ,Brazil / pt                                                     ,                1591,                 682,                   0,                    0,                      .42866121935889377,                      .00000000000000000,                                2.659230,                                 .000000,                  95,                   0
Beads                                                                                                                           ,Brazil / pt                                                     ,                2224,                1574,                1639,                 1227,                      .70773381294964028,                      .74862721171446003,                                2.235000,                                2.304827,                 195,                 143
BeadsFractions                                                                                                                  ,Brazil / pt                                                     ,                2470,                 933,                1507,                  732,                      .37773279352226720,                      .48573324485733244,                                1.878170,                                1.903928,                 241,                  82
BeesAndFlowers                                                                                                                  ,Brazil / pt                                                     ,                1124,                 778,                1107,                  777,                      .69217081850533807,                      .70189701897018970,                                2.000232,                                1.967765,                  78,                  67
BirdFlocksParity                                                                                                                ,Brazil / pt                                                     ,                 785,                 527,                 686,                  487,                      .67133757961783439,                      .70991253644314868,                                1.847343,                                2.068970,                  57,                  42
BirdhouseAdditionSubtraction                                                                                                    ,Brazil / pt                                                     ,                 300,                 192,                 283,                  181,                      .64000000000000000,                      .63957597173144876,                                2.222608,                                2.281363,                  31,                  37
BirdhouseFractions                                                                                                              ,Brazil / pt                                                     ,                1501,                 694,                 769,                  480,                      .46235842771485676,                      .62418725617685305,                                1.690789,                                1.803857,                 141,                  43
BirdhouseFractionsMaking                                                                                                        ,Brazil / pt                                                     ,                 699,                 379,                 608,                  339,                      .54220314735336194,                      .55756578947368421,                                1.644117,                                1.787962,                  52,                  29
Birdhouses                                                                                                                      ,Brazil / pt                                                     ,                 668,                 554,                 824,                  694,                      .82934131736526946,                      .84223300970873786,                                2.314318,                                2.196000,                  46,                  46
BirdsCrossing                                                                                                                   ,Brazil / pt                                                     ,                1251,                 846,                1154,                  694,                      .67625899280575539,                      .60138648180242634,                                2.094655,                                2.121545,                 113,                 125
BirdsOnWire                                                                                                                     ,Brazil / pt                                                     ,                 799,                 339,                 382,                  180,                      .42428035043804755,                      .47120418848167539,                                1.314571,                                1.401111,                  81,                  21
BoatAngles                                                                                                                      ,Brazil / pt                                                     ,                 734,                 252,                 585,                  248,                      .34332425068119891,                      .42393162393162393,                                1.806428,                                1.540625,                  88,                  58
BoatEquations                                                                                                                   ,Brazil / pt                                                     ,                 482,                 218,                 466,                  183,                      .45228215767634854,                      .39270386266094420,                                2.015000,                                1.759523,                  59,                  51
BottlesDivision                                                                                                                 ,Brazil / pt                                                     ,                 879,                 530,                 545,                  337,                      .60295790671217292,                      .61834862385321100,                                2.087968,                                1.955937,                 124,                  80
BottlesForwardCounting                                                                                                          ,Brazil / pt                                                     ,                1036,                 657,                 514,                  300,                      .63416988416988416,                      .58365758754863813,                                1.930909,                                1.727916,                  82,                  47
BouncingBallAddition                                                                                                            ,Brazil / pt                                                     ,                 437,                 200,                 392,                  176,                      .45766590389016018,                      .44897959183673469,                                1.829375,                                1.869411,                  68,                  64
BouncingBallsParts                                                                                                              ,Brazil / pt                                                     ,                 999,                 500,                 769,                  397,                      .50050050050050050,                      .51625487646293888,                                1.737413,                                2.075200,                 121,                  69
BouncingBallSubtraction                                                                                                         ,Brazil / pt                                                     ,                 393,                 120,                 339,                  131,                      .30534351145038167,                      .38643067846607669,                                1.500937,                                1.622857,                  61,                  46
BoxesMultiplication                                                                                                             ,Brazil / pt                                                     ,                 537,                 345,                 391,                  237,                      .64245810055865921,                      .60613810741687979,                                2.246750,                                2.257500,                  50,                  52
BoxPlots                                                                                                                        ,Brazil / pt                                                     ,                  11,                   3,                  11,                    4,                      .27272727272727272,                      .36363636363636363,                                1.250000,                                1.125000,                   1,                   0
BreadAndCheese                                                                                                                  ,Brazil / pt                                                     ,                1394,                 767,                 718,                  351,                      .55021520803443328,                      .48885793871866295,                                1.853333,                                1.822954,                 143,                  69
BreadAndCheeseAddingFractions                                                                                                   ,Brazil / pt                                                     ,                 156,                  90,                  62,                   25,                      .57692307692307692,                      .40322580645161290,                                2.128571,                                1.639230,                  19,                  10
BreadAndCheeseComparison                                                                                                        ,Brazil / pt                                                     ,                 152,                  94,                 168,                  133,                      .61842105263157894,                      .79166666666666666,                                1.824500,                                1.947000,                  14,                  12
BreadAndCheeseEquivalentFractions                                                                                               ,Brazil / pt                                                     ,                 366,                 160,                 442,                  149,                      .43715846994535519,                      .33710407239819004,                                1.255000,                                1.242368,                  32,                  22
BreadAndCheeseMixedNumbers                                                                                                      ,Brazil / pt                                                     ,                 874,                 509,                 416,                  196,                      .58237986270022883,                      .47115384615384615,                                1.636951,                                1.704166,                 111,                  31
BubbleAddition                                                                                                                  ,Brazil / pt                                                     ,                1377,                 758,                 847,                  385,                      .55047204066811909,                      .45454545454545454,                                2.182702,                                2.303235,                 168,                 115
BuildingWithFigures                                                                                                             ,Brazil / pt                                                     ,                 487,                 279,                 321,                  202,                      .57289527720739219,                      .62928348909657320,                                1.753571,                                1.635714,                  59,                  24
BulbNetworkPuzzle                                                                                                               ,Brazil / pt                                                     ,                 125,                   9,                  29,                    0,                      .07200000000000000,                      .00000000000000000,                                 .433000,                                 .000000,                   1,                   0
BusArithmetics                                                                                                                  ,Brazil / pt                                                     ,                5383,                3021,                2878,                 1274,                      .56121122050900984,                      .44266851980542043,                                2.054444,                                2.082596,                 989,                 567
BuyingToysPay                                                                                                                   ,Brazil / pt                                                     ,                3640,                2507,                1943,                 1386,                      .68873626373626373,                      .71332990221307256,                                1.994259,                                2.214791,                  93,                  48
CakesFractionsAsDivision                                                                                                        ,Brazil / pt                                                     ,                 259,                 132,                  91,                   47,                      .50965250965250965,                      .51648351648351648,                                1.851052,                                2.056176,                  19,                   5
CalendarDates                                                                                                                   ,Brazil / pt                                                     ,                 187,                  46,                 154,                   43,                      .24598930481283422,                      .27922077922077922,                                1.445625,                                1.129444,                  20,                  13
CampingRiddles                                                                                                                  ,Brazil / pt                                                     ,                 195,                  30,                  27,                    6,                      .15384615384615384,                      .22222222222222222,                                1.657222,                                 .433000,                  55,                   4
CannonProtractor                                                                                                                ,Brazil / pt                                                     ,                 658,                 382,                 209,                  161,                      .58054711246200607,                      .77033492822966507,                                1.925555,                                2.337142,                  15,                   4
CardsEstimatingProducts                                                                                                         ,Brazil / pt                                                     ,                  27,                  16,                  23,                    7,                      .59259259259259259,                      .30434782608695652,                                 .785000,                                 .333333,                   4,                   4
CardsMultiplicationAsScaling                                                                                                    ,Brazil / pt                                                     ,                1290,                 920,                 643,                  426,                      .71317829457364341,                      .66251944012441679,                                1.796029,                                1.858571,                  89,                  36
CatchTheFly                                                                                                                     ,Brazil / pt                                                     ,                1755,                 920,                1120,                  451,                      .52421652421652421,                      .40267857142857142,                                2.381578,                                2.316750,                 185,                 142
CherryMonster                                                                                                                   ,Brazil / pt                                                     ,                 984,                 552,                1328,                  657,                      .56097560975609756,                      .49472891566265060,                                1.983589,                                1.929787,                  69,                  76
ChocolateMathProof                                                                                                              ,Brazil / pt                                                     ,                  87,                  54,                 120,                   89,                      .62068965517241379,                      .74166666666666666,                                2.500000,                                2.500000,                  87,                 104
ClassifyingQuadrilaterals                                                                                                       ,Brazil / pt                                                     ,                1458,                1034,                 698,                  475,                      .70919067215363511,                      .68051575931232091,                                1.783043,                                1.752142,                  80,                  29
ClassPhotoOrdinals                                                                                                              ,Brazil / pt                                                     ,                1809,                1261,                 943,                  698,                      .69707020453289110,                      .74019088016967126,                                1.813448,                                1.741000,                  71,                  49
ColoringBook2DShapes                                                                                                            ,Brazil / pt                                                     ,                 374,                 200,                 262,                  157,                      .53475935828877005,                      .59923664122137404,                                2.336500,                                2.176000,                  40,                   8
CombiningVolumes                                                                                                                ,Brazil / pt                                                     ,                 177,                  81,                   0,                    0,                      .45762711864406779,                      .00000000000000000,                                3.516666,                                 .000000,                  10,                   0
ComparingFractionsOnTheNumberLine                                                                                               ,Brazil / pt                                                     ,                  44,                  16,                 141,                   63,                      .36363636363636363,                      .44680851063829787,                                 .964285,                                 .912857,                  14,                  19
CompletingExpressions                                                                                                           ,Brazil / pt                                                     ,                 312,                  59,                 158,                   50,                      .18910256410256410,                      .31645569620253164,                                1.666666,                                1.575625,                  14,                  21
CountingAcrobats                                                                                                                ,Brazil / pt                                                     ,                 941,                 692,                 910,                  635,                      .73538788522848034,                      .69780219780219780,                                2.195000,                                2.087432,                  55,                  41
CountingAnimals                                                                                                                 ,Brazil / pt                                                     ,                4418,                3483,                2383,                 1851,                      .78836577636939791,                      .77675199328577423,                                2.169719,                                2.179883,                 311,                 110
CountingBouncingBalls                                                                                                           ,Brazil / pt                                                     ,                 774,                 359,                 544,                  256,                      .46382428940568475,                      .47058823529411764,                                2.145925,                                2.173095,                 137,                  94
CountingMeerkats                                                                                                                ,Brazil / pt                                                     ,                2095,                1645,                1357,                 1054,                      .78520286396181384,                      .77671333824613117,                                2.161914,                                2.121875,                 179,                 109
CrayonsLinePlot                                                                                                                 ,Brazil / pt                                                     ,                 217,                  90,                 158,                   59,                      .41474654377880184,                      .37341772151898734,                                1.655000,                                1.097222,                  43,                  18
CurtainSubtraction                                                                                                              ,Brazil / pt                                                     ,                1251,                 891,                1313,                  879,                      .71223021582733812,                      .66945925361766945,                                2.132931,                                2.088676,                  62,                  88
CutAndGlue                                                                                                                      ,Brazil / pt                                                     ,                 395,                 155,                 226,                  127,                      .39240506329113924,                      .56194690265486725,                                1.570000,                                1.760416,                  55,                  11
DancersFractions                                                                                                                ,Brazil / pt                                                     ,                1639,                 625,                   0,                    0,                      .38133007931665649,                      .00000000000000000,                                3.190833,                                 .000000,                  42,                   0
DecimalAdditionWithScales                                                                                                       ,Brazil / pt                                                     ,                 724,                 254,                 267,                   93,                      .35082872928176795,                      .34831460674157303,                                1.052000,                                1.325952,                 143,                  44
DecimalPaintMixing                                                                                                              ,Brazil / pt                                                     ,                5309,                2533,                2962,                 1381,                      .47711433414955735,                      .46623902768399729,                                1.702254,                                1.542790,                 497,                 286
DiceTossingHistogram                                                                                                            ,Brazil / pt                                                     ,                  83,                  40,                  59,                   27,                      .48192771084337349,                      .45762711864406779,                                1.845555,                                1.270000,                  18,                   8
DistanceOnACoordinatePlane                                                                                                      ,Brazil / pt                                                     ,                 128,                  75,                 277,                  181,                      .58593750000000000,                      .65342960288808664,                                1.094687,                                1.311250,                   8,                  10
DistributiveArea                                                                                                                ,Brazil / pt                                                     ,                 167,                  67,                 115,                   59,                      .40119760479041916,                      .51304347826086956,                                1.792142,                                1.741875,                  26,                  16
DistributiveStickerPage                                                                                                         ,Brazil / pt                                                     ,                 464,                 209,                 368,                  141,                      .45043103448275862,                      .38315217391304347,                                2.189285,                                1.508333,                  76,                  48
DividingFractionsByWholeWithPie                                                                                                 ,Brazil / pt                                                     ,                 366,                  85,                  92,                   31,                      .23224043715846994,                      .33695652173913043,                                 .517058,                                 .729666,                  61,                  16
DivisionUsingAreaOnAGrid                                                                                                        ,Brazil / pt                                                     ,                 687,                 195,                 445,                  136,                      .28384279475982532,                      .30561797752808988,                                1.505555,                                1.876250,                 187,                 107
DovecotesMaking                                                                                                                 ,Brazil / pt                                                     ,                 480,                 342,                 345,                  219,                      .71250000000000000,                      .63478260869565217,                                2.183750,                                2.116785,                  39,                  32
DrawingOnAGrid                                                                                                                  ,Brazil / pt                                                     ,                 158,                  43,                 160,                   38,                      .27215189873417721,                      .23750000000000000,                                 .917187,                                 .578750,                  26,                  25
DressUp                                                                                                                         ,Brazil / pt                                                     ,                 718,                 284,                 405,                  249,                      .39554317548746518,                      .61481481481481481,                                2.037142,                                1.984166,                  35,                  14
DrivingAround                                                                                                                   ,Brazil / pt                                                     ,                 355,                 122,                 258,                   58,                      .34366197183098591,                      .22480620155038759,                                1.718636,                                1.365000,                  18,                  12
EstimatingOnTheNumberLine                                                                                                       ,Brazil / pt                                                     ,                 341,                  95,                 347,                  143,                      .27859237536656891,                      .41210374639769452,                                1.068166,                                 .874473,                  80,                  46
EvaluatingExpressionsWithParsingTree                                                                                            ,Brazil / pt                                                     ,                 756,                 282,                 345,                  126,                      .37301587301587301,                      .36521739130434782,                                1.677714,                                1.458166,                 189,                  93
FactoryCubesCounting                                                                                                            ,Brazil / pt                                                     ,                 588,                 114,                   0,                    0,                      .19387755102040816,                      .00000000000000000,                                2.688888,                                 .000000,                  50,                   0
FanPatterns                                                                                                                     ,Brazil / pt                                                     ,                 485,                 285,                 451,                  257,                      .58762886597938144,                      .56984478935698447,                                1.926333,                                1.723157,                  36,                  44
FishTankGraphing                                                                                                                ,Brazil / pt                                                     ,                 569,                 255,                 574,                  268,                      .44815465729349736,                      .46689895470383275,                                1.842500,                                1.712179,                  73,                  85
FlowerAddition                                                                                                                  ,Brazil / pt                                                     ,                 525,                 369,                 518,                  368,                      .70285714285714285,                      .71042471042471042,                                2.311086,                                1.940789,                  47,                  41
FoodMarketFactors                                                                                                               ,Brazil / pt                                                     ,                 269,                  73,                  64,                   19,                      .27137546468401486,                      .29687500000000000,                                1.142500,                                1.322500,                  75,                  13
ForwardCountingSafari                                                                                                           ,Brazil / pt                                                     ,                1686,                 903,                1274,                  662,                      .53558718861209964,                      .51962323390894819,                                1.974090,                                1.783750,                 202,                 128
FourOperationsGame                                                                                                              ,Brazil / pt                                                     ,                 399,                 240,                 188,                  118,                      .60150375939849624,                      .62765957446808510,                                2.142000,                                1.986750,                  29,                  12
FractionMultiplicationAsArea                                                                                                    ,Brazil / pt                                                     ,                  12,                   4,                   2,                    0,                      .33333333333333333,                      .00000000000000000,                                 .750000,                                 .000000,                   1,                   1
FractionsAndDecimals                                                                                                            ,Brazil / pt                                                     ,                 485,                 139,                 282,                   85,                      .28659793814432989,                      .30141843971631205,                                 .574666,                                 .798181,                 128,                  58
FractionsModels                                                                                                                 ,Brazil / pt                                                     ,                1403,                 465,                 601,                  162,                      .33143264433357091,                      .26955074875207986,                                1.557435,                                1.484516,                 242,                 130
FractionsModelsWorksheet                                                                                                        ,Brazil / pt                                                     ,                  27,                  19,                   8,                    3,                      .70370370370370370,                      .37500000000000000,                                1.664285,                                 .457500,                   6,                   1
FractionsOfRectangles                                                                                                           ,Brazil / pt                                                     ,                3407,                1466,                1801,                  654,                      .43029057822130906,                      .36313159355913381,                                1.777894,                                1.846973,                 288,                 128
FruitsAddition                                                                                                                  ,Brazil / pt                                                     ,                1121,                 891,                 813,                  600,                      .79482604817127564,                      .73800738007380073,                                2.127000,                                2.356071,                  53,                  35
FruitsForMonstersDivision                                                                                                       ,Brazil / pt                                                     ,                2941,                1880,                2218,                 1436,                      .63923835430125807,                      .64743011722272317,                                1.990166,                                1.920416,                 198,                 124
GarageCounting                                                                                                                  ,Brazil / pt                                                     ,                 685,                 456,                 604,                  390,                      .66569343065693430,                      .64569536423841059,                                1.988125,                                2.210750,                  17,                   7
GasTankAddition                                                                                                                 ,Brazil / pt                                                     ,                2124,                1093,                1563,                  645,                      .51459510357815442,                      .41266794625719769,                                1.505357,                                1.555800,                 137,                  86
GraphingRecipeRatios                                                                                                            ,Brazil / pt                                                     ,                 108,                  44,                 116,                    3,                      .40740740740740740,                      .02586206896551724,                                 .469500,                                 .233000,                  38,                   3
GraphingTemperatureRatios                                                                                                       ,Brazil / pt                                                     ,                 174,                  52,                  86,                   23,                      .29885057471264367,                      .26744186046511627,                                1.428125,                                 .711666,                  25,                  12
GuessingFigures                                                                                                                 ,Brazil / pt                                                     ,                 229,                 109,                  93,                   48,                      .47598253275109170,                      .51612903225806451,                                 .941333,                                 .590454,                  22,                   8
GuessWhere                                                                                                                      ,Brazil / pt                                                     ,                 130,                  84,                 200,                  110,                      .64615384615384615,                      .55000000000000000,                                2.088000,                                2.137500,                   9,                  11
HatsLogicRiddles                                                                                                                ,Brazil / pt                                                     ,                1801,                 170,                 906,                  139,                      .09439200444197667,                      .15342163355408388,                                1.875000,                                2.187500,                1672,                 762
HundredBoardGame                                                                                                                ,Brazil / pt                                                     ,                2001,                1015,                1271,                  562,                      .50724637681159420,                      .44217151848937844,                                1.611428,                                1.847727,                1820,                1033
IdentifyingQuadrilaterals                                                                                                       ,Brazil / pt                                                     ,                1620,                 700,                 978,                  358,                      .43209876543209876,                      .36605316973415132,                                1.512500,                                1.460400,                 381,                 209
InsectRatios                                                                                                                    ,Brazil / pt                                                     ,                 216,                  89,                 107,                   42,                      .41203703703703703,                      .39252336448598130,                                1.312500,                                 .388750,                  44,                   9
JuiceDivisionToCups                                                                                                             ,Brazil / pt                                                     ,                 151,                  93,                   0,                    0,                      .61589403973509933,                      .00000000000000000,                                3.728000,                                 .000000,                  20,                   0
JuiceQuotativeDivision                                                                                                          ,Brazil / pt                                                     ,                  82,                  23,                  25,                    6,                      .28048780487804878,                      .24000000000000000,                                1.286666,                                1.353750,                  20,                   3
